Sus_Jaccard:
(119, 0.2851851851851852)
(72, 0.25925925925925924)
(75, 0.25925925925925924)
(104, 0.2557077625570776)
(81, 0.25339366515837103)
(126, 0.25339366515837103)
(128, 0.25339366515837103)
(134, 0.25339366515837103)
(124, 0.25163398692810457)
(165, 0.2310126582278481)
(141, 0.22254335260115607)
(171, 0.22254335260115607)
(163, 0.21705426356589147)
(58, 0.20202020202020202)
(164, 0.20202020202020202)
(73, 0.18666666666666668)
(168, 0.16967509025270758)
(56, 0.14432989690721648)
(63, 0.14146341463414633)
(61, 0.13541666666666666)
(166, 0.12871287128712872)
(51, 0.11538461538461539)
(53, 0.11290322580645161)
(97, 0.1065989847715736)
(109, 0.10552763819095477)
(91, 0.10396039603960396)
(99, 0.10396039603960396)
(127, 0.10396039603960396)
(136, 0.10396039603960396)
(52, 0.10119047619047619)
(90, 0.09844559585492228)
(169, 0.09696969696969697)
(79, 0.07058823529411765)
(161, 0.06363636363636363)
(133, 0.06239870340356564)
(148, 0.048795944233206594)
(158, 0.048795944233206594)
(159, 0.048795944233206594)
(160, 0.048795944233206594)
(162, 0.048795944233206594)
(167, 0.048795944233206594)
(50, 0.023622047244094488)
(135, 0.01926605504587156)
(93, 0.0)
(112, 0.0)
(118, 0.0)
(120, 0.0)
(122, 0.0)
(172, 0.0)

Sus_Ochiai:
(119, 0.5340273262532407)
(124, 0.5016313257045503)
(128, 0.4717450080299272)
(141, 0.4717450080299272)
(171, 0.4717450080299272)
(165, 0.4709775438594146)
(72, 0.4570096375983868)
(75, 0.4570096375983868)
(104, 0.4535342286998717)
(81, 0.45126085985421294)
(126, 0.45126085985421294)
(134, 0.45126085985421294)
(163, 0.4145419551800834)
(73, 0.38206791007800145)
(58, 0.3592540648353894)
(164, 0.3592540648353894)
(168, 0.34080347839165753)
(56, 0.3331268454653279)
(63, 0.32867902448034225)
(61, 0.3127596775872259)
(166, 0.30439560391981263)
(97, 0.27914526311954124)
(133, 0.24979732465253834)
(148, 0.22089804035619373)
(158, 0.22089804035619373)
(159, 0.22089804035619373)
(160, 0.22089804035619373)
(161, 0.22089804035619373)
(162, 0.22089804035619373)
(167, 0.22089804035619373)
(169, 0.22089804035619373)
(53, 0.21911127762137467)
(51, 0.2072962473085433)
(109, 0.20012710519236623)
(91, 0.1980603327076852)
(99, 0.1980603327076852)
(127, 0.1980603327076852)
(136, 0.1980603327076852)
(52, 0.18868058868821924)
(90, 0.1863551306732249)
(79, 0.13345696185626107)
(135, 0.07442411221497482)
(50, 0.04696106715124069)
(93, 0)
(112, 0)
(118, 0.0)
(120, 0.0)
(122, 0.0)
(172, 0)

Sus_Op2:
(119, 76.87402088772846)
(124, 76.85052219321149)
(128, 76.82441253263707)
(141, 76.82441253263707)
(171, 76.82441253263707)
(133, 76.24477806788512)
(148, 76.02023498694517)
(158, 76.02023498694517)
(159, 76.02023498694517)
(160, 76.02023498694517)
(161, 76.02023498694517)
(162, 76.02023498694517)
(163, 76.02023498694517)
(164, 76.02023498694517)
(165, 76.02023498694517)
(166, 76.02023498694517)
(167, 76.02023498694517)
(168, 76.02023498694517)
(169, 76.02023498694517)
(104, 70.65926892950392)
(126, 70.64490861618799)
(72, 55.90926892950392)
(75, 55.90926892950392)
(81, 55.90600522193211)
(134, 55.90600522193211)
(73, 55.85443864229765)
(58, 55.80156657963447)
(56, 55.79699738903394)
(63, 55.79046997389034)
(61, 51.79960835509139)
(53, 31.840078328981722)
(52, 24.867493472584858)
(97, 20.92167101827676)
(109, 20.92036553524804)
(91, 20.91840731070496)
(99, 20.91840731070496)
(127, 20.91840731070496)
(136, 20.91840731070496)
(51, 20.904046997389035)
(90, 20.796997389033944)
(135, 20.338772845953002)
(79, 11.939295039164492)
(50, 2.9673629242819843)
(93, 0.0)
(112, 0.0)
(118, 0.0)
(120, 0.0)
(122, 0.0)
(172, 0.0)

