Sus_Jaccard:
(79, 1.0)
(72, 0.27941176470588236)
(73, 0.27906976744186046)
(81, 0.14285714285714285)
(104, 0.14285714285714285)
(126, 0.14285714285714285)
(128, 0.14285714285714285)
(134, 0.14285714285714285)
(163, 0.13253012048192772)
(63, 0.125)
(109, 0.12060301507537688)
(162, 0.09289617486338798)
(119, 0.08602150537634409)
(118, 0.08191126279863481)
(124, 0.08191126279863481)
(141, 0.08191126279863481)
(158, 0.08191126279863481)
(159, 0.08191126279863481)
(171, 0.08191126279863481)
(165, 0.07984790874524715)
(169, 0.07563025210084033)
(168, 0.06622516556291391)
(58, 0.0627062706270627)
(127, 0.05183585313174946)
(166, 0.039735099337748346)
(53, 0.034722222222222224)
(52, 0.03404255319148936)
(167, 0.031746031746031744)
(120, 0.03125)
(160, 0.03125)
(51, 0.027777777777777776)
(133, 0.02708803611738149)
(164, 0.02)
(148, 0.015209125475285171)
(161, 0.015209125475285171)
(50, 0.0)
(56, 0.0)
(61, 0.0)
(90, 0.0)
(91, 0.0)
(97, 0.0)
(99, 0.0)
(112, 0.0)
(122, 0.0)
(172, 0.0)

Sus_Ochiai:
(79, 1.0)
(73, 0.5282705437953743)
(72, 0.4886272748799577)
(81, 0.3779644730092272)
(104, 0.3779644730092272)
(126, 0.3779644730092272)
(128, 0.3779644730092272)
(134, 0.3779644730092272)
(63, 0.3535533905932738)
(163, 0.35066719218483605)
(109, 0.3472794481039396)
(118, 0.2862014374503294)
(124, 0.2862014374503294)
(141, 0.2862014374503294)
(158, 0.2862014374503294)
(159, 0.2862014374503294)
(171, 0.2862014374503294)
(165, 0.2658440838594625)
(162, 0.26156941833108205)
(119, 0.25294474229370423)
(127, 0.22767488471886718)
(58, 0.224667290674191)
(169, 0.18014417303072303)
(168, 0.17439502660378894)
(133, 0.16458443461452085)
(166, 0.14383899044561524)
(148, 0.12332528319564147)
(160, 0.12332528319564147)
(161, 0.12332528319564147)
(164, 0.12332528319564147)
(167, 0.12332528319564147)
(53, 0.12331590591674751)
(52, 0.11034745181364906)
(51, 0.08043618151097336)
(120, 0.0629940788348712)
(50, 0.0)
(56, 0)
(61, 0)
(90, 0.0)
(91, 0.0)
(97, 0.0)
(99, 0.0)
(112, 0)
(122, 0.0)
(172, 0)

Sus_Op2:
(79, 24.0)
(73, 23.9608832807571)
(81, 23.90914826498423)
(104, 23.90914826498423)
(126, 23.90914826498423)
(128, 23.90914826498423)
(134, 23.90914826498423)
(63, 23.894006309148264)
(109, 23.889589905362776)
(118, 23.830283911671923)
(124, 23.830283911671923)
(141, 23.830283911671923)
(158, 23.830283911671923)
(159, 23.830283911671923)
(171, 23.830283911671923)
(72, 23.801261829652997)
(127, 23.723028391167194)
(133, 23.45615141955836)
(148, 23.019558359621453)
(160, 23.019558359621453)
(161, 23.019558359621453)
(162, 23.019558359621453)
(163, 23.019558359621453)
(164, 23.019558359621453)
(165, 23.019558359621453)
(166, 23.019558359621453)
(167, 23.019558359621453)
(168, 23.019558359621453)
(169, 23.019558359621453)
(58, 18.82397476340694)
(119, 17.878233438485804)
(53, 9.833438485804416)
(52, 7.866876971608833)
(51, 4.901577287066246)
(120, 1.974763406940063)
(50, 0.0)
(56, 0.0)
(61, 0.0)
(90, 0.0)
(97, 0.0)
(99, 0.0)
(112, 0.0)
(122, 0.0)
(172, 0.0)
(91, -0.07886435331230283)

