Sus_Jaccard:
(75, 1.0)
(76, 1.0)
(106, 0.14285714285714285)
(72, 0.08860759493670886)
(83, 0.08860759493670886)
(128, 0.08860759493670886)
(130, 0.08860759493670886)
(136, 0.08860759493670886)
(63, 0.08333333333333333)
(165, 0.06936416184971098)
(73, 0.06306306306306306)
(169, 0.05660377358490566)
(122, 0.05555555555555555)
(126, 0.05555555555555555)
(162, 0.05555555555555555)
(61, 0.053497942386831275)
(120, 0.051094890510948905)
(121, 0.050724637681159424)
(167, 0.05019305019305019)
(143, 0.04946996466431095)
(160, 0.04946996466431095)
(161, 0.04946996466431095)
(173, 0.04946996466431095)
(170, 0.04697986577181208)
(163, 0.03164556962025317)
(168, 0.017985611510791366)
(135, 0.01580135440180587)
(150, 0.008871989860583017)
(164, 0.008871989860583017)
(166, 0.008871989860583017)
(171, 0.008871989860583017)
(50, 0.0)
(51, 0.0)
(52, 0.0)
(53, 0.0)
(92, 0.0)
(93, 0.0)
(95, 0.0)
(101, 0.0)
(114, 0.0)
(124, 0.0)
(129, 0.0)
(174, 0.0)

Sus_Ochiai:
(75, 1.0)
(76, 1.0)
(106, 0.3779644730092272)
(72, 0.2976702788937936)
(83, 0.2976702788937936)
(128, 0.2976702788937936)
(130, 0.2976702788937936)
(136, 0.2976702788937936)
(73, 0.25112360116696136)
(165, 0.24525573579398632)
(63, 0.2316027779265504)
(120, 0.2260417893022193)
(61, 0.2233426431418161)
(126, 0.22241844497323274)
(143, 0.22241844497323274)
(160, 0.22241844497323274)
(161, 0.22241844497323274)
(173, 0.22241844497323274)
(167, 0.21630645583290958)
(121, 0.16345506187300654)
(170, 0.1569964564056898)
(135, 0.12570343830542532)
(169, 0.12371791482634838)
(122, 0.12227087189088336)
(162, 0.12227087189088336)
(163, 0.10947447024610965)
(150, 0.09419124089098209)
(164, 0.09419124089098209)
(166, 0.09419124089098209)
(168, 0.09419124089098209)
(171, 0.09419124089098209)
(50, 0.0)
(51, 0.0)
(52, 0.0)
(53, 0.0)
(92, 0.0)
(93, 0.0)
(95, 0)
(101, 0.0)
(114, 0)
(124, 0.0)
(129, 0.0)
(174, 0)

Sus_Op2:
(75, 14.0)
(76, 14.0)
(72, 13.909717868338557)
(83, 13.909717868338557)
(128, 13.909717868338557)
(130, 13.909717868338557)
(136, 13.909717868338557)
(73, 13.869592476489029)
(63, 13.84514106583072)
(120, 13.836990595611285)
(126, 13.831347962382445)
(143, 13.831347962382445)
(160, 13.831347962382445)
(161, 13.831347962382445)
(173, 13.831347962382445)
(135, 13.453291536050157)
(150, 13.019435736677115)
(162, 13.019435736677115)
(163, 13.019435736677115)
(164, 13.019435736677115)
(165, 13.019435736677115)
(166, 13.019435736677115)
(167, 13.019435736677115)
(168, 13.019435736677115)
(169, 13.019435736677115)
(170, 13.019435736677115)
(171, 13.019435736677115)
(61, 12.856426332288402)
(121, 7.878996865203762)
(122, 2.9749216300940438)
(106, 2.0)
(50, 0.0)
(92, 0.0)
(95, 0.0)
(101, 0.0)
(114, 0.0)
(124, 0.0)
(129, 0.0)
(174, 0.0)
(51, -0.027586206896551724)
(52, -0.04639498432601881)
(53, -0.05768025078369906)
(93, -0.07836990595611286)

