Sus_Jaccard:
(72, 1.0)
(169, 0.2647058823529412)
(75, 0.11464968152866242)
(104, 0.1125)
(81, 0.1111111111111111)
(126, 0.1111111111111111)
(128, 0.1111111111111111)
(134, 0.1111111111111111)
(63, 0.10588235294117647)
(163, 0.10465116279069768)
(119, 0.09154929577464789)
(167, 0.08771929824561403)
(73, 0.08737864077669903)
(120, 0.08620689655172414)
(124, 0.08620689655172414)
(160, 0.08620689655172414)
(51, 0.08064516129032258)
(58, 0.075)
(168, 0.07428571428571429)
(61, 0.0728744939271255)
(53, 0.07272727272727272)
(164, 0.07142857142857142)
(165, 0.07086614173228346)
(159, 0.065)
(118, 0.06474820143884892)
(56, 0.06428571428571428)
(141, 0.0627177700348432)
(158, 0.0627177700348432)
(171, 0.0627177700348432)
(52, 0.05434782608695652)
(162, 0.04519774011299435)
(127, 0.038876889848812095)
(133, 0.020316027088036117)
(148, 0.011406844106463879)
(161, 0.011406844106463879)
(166, 0.011406844106463879)
(50, 0.0)
(90, 0.0)
(91, 0.0)
(97, 0.0)
(99, 0.0)
(109, 0.0)
(112, 0.0)
(122, 0.0)
(172, 0.0)

Sus_Ochiai:
(72, 1.0)
(169, 0.4242640687119285)
(75, 0.33859958878986024)
(104, 0.33541019662496846)
(81, 0.3333333333333333)
(126, 0.3333333333333333)
(128, 0.3333333333333333)
(134, 0.3333333333333333)
(163, 0.3234983196103152)
(73, 0.2955987834492879)
(63, 0.2773500981126146)
(58, 0.2738612787525831)
(61, 0.26995276239950855)
(165, 0.26620695282483414)
(164, 0.26516504294495535)
(119, 0.2617862404430767)
(118, 0.2544566789039913)
(56, 0.253546276418555)
(124, 0.2504351613389047)
(141, 0.2504351613389047)
(158, 0.2504351613389047)
(159, 0.2504351613389047)
(171, 0.2504351613389047)
(168, 0.23500799597021085)
(127, 0.19717223397023248)
(53, 0.18856180831641267)
(167, 0.17766726362967536)
(120, 0.17568209223157663)
(160, 0.17568209223157663)
(51, 0.16835875742536846)
(162, 0.14591350804388875)
(133, 0.14253430144367396)
(52, 0.13259288069595498)
(148, 0.10680282817633566)
(161, 0.10680282817633566)
(166, 0.10680282817633566)
(50, 0.0)
(90, 0.0)
(91, 0.0)
(97, 0.0)
(99, 0.0)
(109, 0.0)
(112, 0)
(122, 0.0)
(172, 0)

Sus_Op2:
(72, 18.0)
(75, 17.912633563796355)
(104, 17.910747957259584)
(81, 17.909490886235073)
(126, 17.909490886235073)
(128, 17.909490886235073)
(134, 17.909490886235073)
(163, 17.90320553111251)
(73, 17.88183532369579)
(63, 17.864236329352607)
(58, 17.86046511627907)
(61, 17.856065367693276)
(165, 17.85166561910748)
(164, 17.850408548082967)
(118, 17.836580766813324)
(56, 17.835323695788812)
(124, 17.83092394720302)
(141, 17.83092394720302)
(158, 17.83092394720302)
(159, 17.83092394720302)
(171, 17.83092394720302)
(127, 17.720301697045883)
(133, 17.454431175361407)
(148, 17.01948460087995)
(160, 17.01948460087995)
(161, 17.01948460087995)
(162, 17.01948460087995)
(166, 17.01948460087995)
(167, 17.01948460087995)
(168, 17.01948460087995)
(169, 17.01948460087995)
(119, 12.922061596480201)
(53, 7.942174732872408)
(120, 4.974858579509743)
(51, 4.972344437460716)
(52, 4.953488372093023)
(50, 0.0)
(97, 0.0)
(99, 0.0)
(109, 0.0)
(112, 0.0)
(122, 0.0)
(172, 0.0)
(90, -0.0056568196103079825)
(91, -0.0785669390320553)

